"","X.2","Gm.","Year","DATE","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled","STATION","NAME","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"344",344,20,2015,"2015-04-27","boxscore","BOS","","TOR","W-wo",6,5,NA,"9-Nov",2,"1","Uehara","Castro","","2:48","N",34739,"+","","USW00014739","BOSTON, MA US",0.1,0,NA,51,57,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",345,21,2015,"2015-04-28","boxscore","BOS","","TOR","L",8,11,NA,"10-Nov",2,"2","Estrada","Buchholz","Cecil","4:01","N",33920,"-","","USW00014739","BOSTON, MA US",0.07,0,NA,49,64,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",346,22,2015,"2015-04-29","boxscore","BOS","","TOR","W",4,1,NA,"10-Dec",2,"1","Porcello","Dickey","Uehara","2:43","N",34220,"+","","USW00014739","BOSTON, MA US",0,0,NA,52,54,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",347,23,2015,"2015-05-01","boxscore","BOS","","NYY","L",2,3,NA,"11-Dec",3,"2","Rogers","Tazawa","Miller","3:14","N",35444,"-","","USW00014739","BOSTON, MA US",0,0,NA,45,49,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",348,24,2015,"2015-05-02","boxscore","BOS","","NYY","L",2,4,NA,"12-Dec",3,"3","Eovaldi","Miley","Betances","2:44","D",36611,"--","","USW00014739","BOSTON, MA US",0,0,NA,43,50,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",349,25,2015,"2015-05-03","boxscore","BOS","","NYY","L",5,8,NA,"13-Dec",4,"4","Warren","Kelly","Miller","3:52","N",33198,"---","","USW00014739","BOSTON, MA US",0,0,NA,53,67,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",350,26,2015,"2015-05-04","boxscore","BOS","","TBR","L",1,5,NA,"14-Dec",5,"4","Odorizzi","Buchholz","","3:10","N",34541,"----","","USW00014739","BOSTON, MA US",0,0,NA,63,84,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",351,27,2015,"2015-05-05","boxscore","BOS","","TBR","W",2,0,NA,"13-14",4,"4","Porcello","Smyly","Uehara","2:26","N",33688,"+","","USW00014739","BOSTON, MA US",0.02,0,NA,66,70,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",352,28,2015,"2015-05-06","boxscore","BOS","","TBR","L",3,5,NA,"13-15",5,"4","Colome","Masterson","Boxberger","3:22","N",35060,"-","","USW00014739","BOSTON, MA US",0,0,NA,61,73,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",353,29,2015,"2015-05-08","boxscore","BOS","@","TOR","L",0,7,NA,"13-16",4,"5.5","Sanchez","Miley","","2:41","N",30430,"--","","USW00014739","BOSTON, MA US",0,0,NA,60,71,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",354,30,2015,"2015-05-09","boxscore","BOS","@","TOR","L",1,7,NA,"13-17",5,"5.5","Hutchison","Kelly","","3:12","D",42917,"---","","USW00014739","BOSTON, MA US",0,0,NA,51,71,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",355,31,2015,"2015-05-10","boxscore","BOS","@","TOR","W",6,3,NA,"14-17",4,"5.5","Buchholz","Dickey","Uehara","2:38","D",42419,"+","","USW00014739","BOSTON, MA US",0,0,NA,71,89,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",356,32,2015,"2015-05-11","boxscore","BOS","@","OAK","W",5,4,11,"15-17",4,"5.5","Barnes","Castro","","3:57","N",19743,"++","","USW00014739","BOSTON, MA US",0,0,NA,68,80,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",357,33,2015,"2015-05-12","boxscore","BOS","@","OAK","L",2,9,NA,"15-18",4,"5.5","Pomeranz","Masterson","","2:32","N",24605,"-","","USW00014739","BOSTON, MA US",0.02,0,NA,57,87,48,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",358,34,2015,"2015-05-13","boxscore","BOS","@","OAK","W",2,0,NA,"16-18",4,"4.5","Miley","Gray","Uehara","2:33","D",22389,"+","","USW00014739","BOSTON, MA US",0,0,NA,64,69,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",359,35,2015,"2015-05-14","boxscore","BOS","@","SEA","W",2,1,NA,"17-18",3,"3.5","Barnes","Rodney","Uehara","2:53","N",20172,"++","","USW00014739","BOSTON, MA US",0,0,NA,58,69,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",360,36,2015,"2015-05-15","boxscore","BOS","@","SEA","L-wo",1,2,NA,"17-19",3,"3.5","Wilhelmsen","Layne","","2:32","N",39477,"-","","USW00014739","BOSTON, MA US",0,0,NA,59,67,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",361,37,2015,"2015-05-16","boxscore","BOS","@","SEA","W",4,2,NA,"18-19",3,"3.5","Porcello","Hernandez","Uehara","2:48","N",45055,"+","","USW00014739","BOSTON, MA US",0,0,NA,61,71,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",362,38,2015,"2015-05-17","boxscore","BOS","@","SEA","L",0,5,NA,"18-20",3,"3.5","Paxton","Wright","","2:31","D",39936,"-","","USW00014739","BOSTON, MA US",0,0,NA,61,67,52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",363,39,2015,"2015-05-19","boxscore","BOS","","TEX","W",4,3,NA,"19-20",3,"2.5","Miley","Gallardo","Uehara","2:50","N",36580,"+","","USW00014739","BOSTON, MA US",0.27,0,NA,56,65,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",364,40,2015,"2015-05-20","boxscore","BOS","","TEX","L",1,2,NA,"19-21",3,"2.5","Klein","Kelly","Tolleson","3:13","N",35726,"-","","USW00014739","BOSTON, MA US",0,0,NA,61,66,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",365,41,2015,"2015-05-21","boxscore","BOS","","TEX","L",1,3,NA,"19-22",4,"3.5","Rodriguez","Buchholz","Tolleson","2:49","N",34945,"--","","USW00014739","BOSTON, MA US",0,0,NA,57,67,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",366,42,2015,"2015-05-22","boxscore","BOS","","LAA","L",5,12,NA,"19-23",4,"4.5","Richards","Porcello","","3:35","N",36150,"---","","USW00014739","BOSTON, MA US",0,0,NA,62,76,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",367,43,2015,"2015-05-23","boxscore","BOS","","LAA","W",8,3,NA,"20-23",4,"3.5","Wright","Wilson","","3:09","N",37735,"+","","USW00014739","BOSTON, MA US",0,0,NA,56,65,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",368,44,2015,"2015-05-24","boxscore","BOS","","LAA","W",6,1,NA,"21-23",3,"2.5","Miley","Santiago","","2:37","D",37742,"++","","USW00014739","BOSTON, MA US",0,0,NA,65,83,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",369,45,2015,"2015-05-25","boxscore","BOS","@","MIN","L",2,7,NA,"21-24",4,"2.5","Nolasco","Kelly","","2:52","D",29472,"-","","USW00014739","BOSTON, MA US",0,0,NA,70,81,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",370,46,2015,"2015-05-26","boxscore","BOS","@","MIN","L",1,2,NA,"21-25",4,"3","Pelfrey","Buchholz","Perkins","2:36","N",23268,"--","","USW00014739","BOSTON, MA US",0,0,NA,73,87,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",371,47,2015,"2015-05-27","boxscore","BOS","@","MIN","L",4,6,NA,"21-26",4,"4","Hughes","Porcello","Perkins","2:29","D",30027,"---","","USW00014739","BOSTON, MA US",0,0,NA,74,85,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",372,48,2015,"2015-05-28","boxscore","BOS","@","TEX","W",5,1,NA,"22-26",4,"3","Rodriguez","Martinez","","2:49","N",34085,"+","","USW00014739","BOSTON, MA US",0,0,NA,74,86,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",373,49,2015,"2015-05-29","boxscore","BOS","@","TEX","L",4,7,NA,"22-27",5,"3","Gallardo","Wright","Tolleson","2:59","N",38176,"-","","USW00014739","BOSTON, MA US",0,0,NA,67,72,55,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",374,50,2015,"2015-05-30","boxscore","BOS","@","TEX","L",0,8,NA,"22-28",5,"4","Gonzalez","Miley","","2:49","N",42831,"--","","USW00014739","BOSTON, MA US",0,0,NA,69,88,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",375,51,2015,"2015-05-31","boxscore","BOS","@","TEX","L-wo",3,4,NA,"22-29",5,"4","Ohlendorf","Uehara","","3:16","D",32848,"---","","USW00014739","BOSTON, MA US",0.91,0,NA,67,77,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",376,52,2015,"2015-06-02","boxscore","BOS","","MIN","W",1,0,NA,"23-29",4,"4.5","Buchholz","Pelfrey","Uehara","2:21","N",32622,"+","","USW00014739","BOSTON, MA US",0.74,0,NA,47,49,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",377,53,2015,"2015-06-03","boxscore","BOS","","MIN","W",6,3,NA,"24-29",4,"5","Rodriguez","Hughes","","2:33","D",31704,"++","","USW00014739","BOSTON, MA US",0,0,NA,50,56,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",378,54,2015,"2015-06-03","boxscore","BOS","","MIN","L",0,2,NA,"24-30",4,"5","May","Porcello","Perkins","2:15","N",33291,"-","2015-06-01 (Rain)","USW00014739","BOSTON, MA US",0,0,NA,50,56,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",379,55,2015,"2015-06-04","boxscore","BOS","","MIN","L",4,8,NA,"24-31",5,"5.5","Thompson","Uehara","","3:12","D",33615,"--","","USW00014739","BOSTON, MA US",0,0,NA,52,58,49,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",380,56,2015,"2015-06-05","boxscore","BOS","","OAK","W",4,2,NA,"25-31",5,"5.5","Miley","Kazmir","Uehara","2:31","N",34910,"+","","USW00014739","BOSTON, MA US",0,0,NA,54,59,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",381,57,2015,"2015-06-06","boxscore","BOS","","OAK","W",4,2,NA,"26-31",4,"5.5","Kelly","Chavez","Uehara","3:10","D",36713,"++","","USW00014739","BOSTON, MA US",0.09,0,NA,58,67,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",382,58,2015,"2015-06-07","boxscore","BOS","","OAK","W",7,4,NA,"27-31",4,"5.5","Wright","Clippard","Layne","3:11","D",36913,"+++","","USW00014739","BOSTON, MA US",0,0,NA,59,67,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",383,59,2015,"2015-06-09","boxscore","BOS","@","BAL","L",0,1,NA,"27-32",5,"6.5","Roe","Barnes","Britton","3:08","N",28460,"-","","USW00014739","BOSTON, MA US",0,0,NA,69,78,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",384,60,2015,"2015-06-10","boxscore","BOS","@","BAL","L",2,5,NA,"27-33",5,"6.5","Chen","Porcello","O'Day","2:36","N",22201,"--","","USW00014739","BOSTON, MA US",0,0,NA,71,82,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",385,61,2015,"2015-06-11","boxscore","BOS","@","BAL","L",5,6,NA,"27-34",5,"7","Tillman","Miley","Britton","2:39","N",22840,"---","","USW00014739","BOSTON, MA US",0,0,NA,75,88,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",386,62,2015,"2015-06-12","boxscore","BOS","","TOR","L",10,13,NA,"27-35",5,"7","Delabar","Tazawa","Cecil","3:24","N",37575,"----","","USW00014739","BOSTON, MA US",0,0,NA,74,79,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",387,63,2015,"2015-06-13","boxscore","BOS","","TOR","L",4,5,11,"27-36",5,"7","Loup","Barnes","Cecil","3:26","D",37158,"-----","","USW00014739","BOSTON, MA US",0,0,NA,73,85,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",388,64,2015,"2015-06-14","boxscore","BOS","","TOR","L",5,13,NA,"27-37",5,"8","Estrada","Rodriguez","","3:12","D",36296,"------","","USW00014739","BOSTON, MA US",0,0,NA,70,74,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",389,65,2015,"2015-06-15","boxscore","BOS","","ATL","L",2,4,NA,"27-38",5,"9","Perez","Porcello","Grilli","2:54","N",34439,"-------","","USW00014739","BOSTON, MA US",0.4,0,NA,58,63,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",390,66,2015,"2015-06-16","boxscore","BOS","","ATL","W",9,4,NA,"28-38",5,"8","Miley","Teheran","","2:38","D",35662,"+","","USW00014739","BOSTON, MA US",0,0,NA,59,71,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",391,67,2015,"2015-06-17","boxscore","BOS","@","ATL","L",2,5,NA,"28-39",5,"9","Masset","Tazawa","Grilli","3:09","N",28982,"-","","USW00014739","BOSTON, MA US",0,0,NA,66,69,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",392,68,2015,"2015-06-18","boxscore","BOS","@","ATL","W",5,2,NA,"29-39",5,"9","Buchholz","Miller","Uehara","3:04","N",31783,"+","","USW00014739","BOSTON, MA US",0,0,NA,65,76,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",393,69,2015,"2015-06-19","boxscore","BOS","@","KCR","W",7,3,NA,"30-39",5,"9","Rodriguez","Pino","","2:57","N",38190,"++","","USW00014739","BOSTON, MA US",0,0,NA,69,86,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",394,70,2015,"2015-06-20","boxscore","BOS","@","KCR","L",4,7,NA,"30-40",5,"10","Volquez","Porcello","Holland","3:09","N",39115,"-","","USW00014739","BOSTON, MA US",0.04,0,NA,65,75,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",395,71,2015,"2015-06-21","boxscore","BOS","@","KCR","W",13,2,NA,"31-40",5,"9","Miley","Young","","2:58","D",37975,"+","","USW00014739","BOSTON, MA US",1.72,0,NA,66,76,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",396,72,2015,"2015-06-23","boxscore","BOS","","BAL","L",4,6,NA,"31-41",5,"9.5","Jimenez","Kelly","Britton","3:08","N",36508,"-","","USW00014739","BOSTON, MA US",0.01,0,NA,72,88,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",397,73,2015,"2015-06-24","boxscore","BOS","","BAL","W",5,1,NA,"32-41",5,"8.5","Buchholz","Norris","","2:38","N",37762,"+","","USW00014739","BOSTON, MA US",0,0,NA,76,84,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",398,74,2015,"2015-06-25","boxscore","BOS","","BAL","L",6,8,NA,"32-42",5,"9","Gonzalez","Rodriguez","Britton","3:06","D",37706,"-","","USW00014739","BOSTON, MA US",0,0,NA,73,81,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",399,75,2015,"2015-06-26","boxscore","BOS","@","TBR","W",4,3,10,"33-42",5,"8","Ogando","Geltz","Uehara","3:23","N",17508,"+","","USW00014739","BOSTON, MA US",0,0,NA,68,72,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",400,76,2015,"2015-06-27","boxscore","BOS","@","TBR","L",1,4,NA,"33-43",5,"9","Andriese","Miley","Boxberger","2:21","D",23876,"-","","USW00014739","BOSTON, MA US",0.2,0,NA,63,68,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",401,77,2015,"2015-06-28","boxscore","BOS","@","TBR","W",5,3,NA,"34-43",5,"8","Masterson","Archer","Uehara","3:02","D",21963,"+","","USW00014739","BOSTON, MA US",1.43,0,NA,59,59,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",402,78,2015,"2015-06-29","boxscore","BOS","@","TOR","W",3,1,NA,"35-43",5,"7","Buchholz","Dickey","Uehara","2:26","N",27107,"++","","USW00014739","BOSTON, MA US",0,0,NA,60,75,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",403,79,2015,"2015-06-30","boxscore","BOS","@","TOR","W",4,3,NA,"36-43",5,"6","Rodriguez","Estrada","Uehara","3:04","N",28942,"+++","","USW00014739","BOSTON, MA US",0,0,NA,68,75,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",404,80,2015,"2015-07-01","boxscore","BOS","@","TOR","L",2,11,NA,"36-44",5,"7","Buehrle","Porcello","","2:19","D",45392,"-","","USW00014739","BOSTON, MA US",0.54,0,NA,69,82,62,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",405,81,2015,"2015-07-02","boxscore","BOS","@","TOR","W",12,6,NA,"37-44",5,"6","Miley","Boyd","","3:34","N",29758,"+","","USW00014739","BOSTON, MA US",0,0,NA,72,80,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",406,82,2015,"2015-07-03","boxscore","BOS","","HOU","L",8,12,10,"37-45",5,"7","Hernandez","Ramirez","","4:23","N",37837,"-","","USW00014739","BOSTON, MA US",0,0,NA,71,76,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",407,83,2015,"2015-07-04","boxscore","BOS","","HOU","W",6,1,NA,"38-45",5,"7","Buchholz","McHugh","","3:02","D",36703,"+","","USW00014739","BOSTON, MA US",0,0,NA,67,72,62,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",408,84,2015,"2015-07-05","boxscore","BOS","","HOU","W",5,4,NA,"39-45",5,"6","Barnes","Sipp","Uehara","4:01","D",36481,"++","","USW00014739","BOSTON, MA US",0,0,NA,71,83,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",409,85,2015,"2015-07-07","boxscore","BOS","","MIA","W",4,3,NA,"40-45",5,"5","Tazawa","Cishek","Uehara","2:44","N",36863,"+++","","USW00014739","BOSTON, MA US",0.02,0,NA,74,84,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",410,86,2015,"2015-07-08","boxscore","BOS","","MIA","W",6,3,NA,"41-45",5,"5","Porcello","Koehler","Uehara","2:41","N",37009,"++++","","USW00014739","BOSTON, MA US",0,0,NA,79,88,69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",411,87,2015,"2015-07-10","boxscore","BOS","","NYY","L",1,5,NA,"41-46",5,"6.5","Pineda","Buchholz","","3:03","N",37984,"-","","USW00014739","BOSTON, MA US",1.12,0,NA,67,77,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",412,88,2015,"2015-07-11","boxscore","BOS","","NYY","W",5,3,NA,"42-46",5,"5.5","Rodriguez","Nova","Uehara","3:10","N",38047,"+","","USW00014739","BOSTON, MA US",0,0,NA,75,83,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",413,89,2015,"2015-07-12","boxscore","BOS","","NYY","L",6,8,NA,"42-47",5,"6.5","Eovaldi","Miley","","3:36","D",37283,"-","","USW00014739","BOSTON, MA US",0,0,NA,80,89,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",414,90,2015,"2015-07-17","boxscore","BOS","@","LAA","L-wo",0,1,NA,"42-48",5,"7.5","Smith","Uehara","","2:24","N",43234,"--","","USW00014739","BOSTON, MA US",0,0,NA,67,75,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",415,91,2015,"2015-07-18","boxscore","BOS","@","LAA","L",0,3,NA,"42-49",5,"7.5","Richards","Porcello","","2:37","N",43631,"---","","USW00014739","BOSTON, MA US",0.14,0,NA,70,78,64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",416,92,2015,"2015-07-20","boxscore","BOS","@","LAA","L",1,11,NA,"42-50",5,"9","Santiago","Rodriguez","","3:05","D",42503,"----","","USW00014739","BOSTON, MA US",0,0,NA,83,92,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",417,93,2015,"2015-07-20","boxscore","BOS","@","LAA","L",3,7,NA,"42-51",5,"9","Heaney","Wright","Smith","2:34","N",38042,"-----","2015-07-19 (Rain)","USW00014739","BOSTON, MA US",0,0,NA,83,92,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",418,94,2015,"2015-07-21","boxscore","BOS","@","HOU","L",3,8,NA,"42-52",5,"10","Velasquez","Johnson","","3:01","N",26913,"------","","USW00014739","BOSTON, MA US",0,0,NA,78,81,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",419,95,2015,"2015-07-22","boxscore","BOS","@","HOU","L",2,4,NA,"42-53",5,"11","McHugh","Kelly","Gregerson","2:44","N",31104,"-------","","USW00014739","BOSTON, MA US",0,0,NA,76,84,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",420,96,2015,"2015-07-23","boxscore","BOS","@","HOU","L-wo",4,5,NA,"42-54",5,"12","Fields","Breslow","","3:31","N",30748,"--------","","USW00014739","BOSTON, MA US",0,0,NA,74,82,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",421,97,2015,"2015-07-24","boxscore","BOS","","DET","W-wo",2,1,11,"43-54",5,"11","Masterson","Hardy","","3:42","N",37650,"+","","USW00014739","BOSTON, MA US",0.01,0,NA,72,81,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",422,98,2015,"2015-07-25","boxscore","BOS","","DET","L",1,5,NA,"43-55",5,"12","Simon","Wright","","2:57","D",37256,"-","","USW00014739","BOSTON, MA US",0,0,NA,66,69,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",423,99,2015,"2015-07-26","boxscore","BOS","","DET","W",11,1,NA,"44-55",5,"12","Rodriguez","Greene","","3:14","N",35582,"+","","USW00014739","BOSTON, MA US",0,0,NA,68,79,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",424,100,2015,"2015-07-27","boxscore","BOS","","CHW","L",8,10,NA,"44-56",5,"13","Albers","Ross","Robertson","3:54","N",37401,"-","","USW00014739","BOSTON, MA US",0.06,0,NA,75,86,68,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",425,101,2015,"2015-07-28","boxscore","BOS","","CHW","L",4,9,NA,"44-57",5,"14","Samardzija","Miley","","2:39","N",38063,"--","","USW00014739","BOSTON, MA US",0,0,NA,75,86,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",426,102,2015,"2015-07-29","boxscore","BOS","","CHW","L",2,9,NA,"44-58",5,"14","Quintana","Porcello","","3:42","N",37104,"---","","USW00014739","BOSTON, MA US",0,0,NA,80,92,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",427,103,2015,"2015-07-30","boxscore","BOS","","CHW","W",8,2,NA,"45-58",5,"13","Wright","Sale","","2:40","N",36215,"+","","USW00014739","BOSTON, MA US",0.02,0,NA,83,91,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",428,104,2015,"2015-07-31","boxscore","BOS","","TBR","W",7,5,NA,"46-58",5,"13","Tazawa","McGee","Uehara","3:13","N",36715,"++","","USW00014739","BOSTON, MA US",0,0,NA,80,89,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",429,105,2015,"2015-08-01","boxscore","BOS","","TBR","W",11,7,NA,"47-58",5,"12","Kelly","Moore","Machi","3:39","D",35944,"+++","","USW00014739","BOSTON, MA US",0,0,NA,79,90,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",430,106,2015,"2015-08-02","boxscore","BOS","","TBR","L",3,4,NA,"47-59",5,"13","Geltz","Tazawa","Boxberger","3:10","D",35699,"-","","USW00014739","BOSTON, MA US",0,0,NA,78,88,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",431,107,2015,"2015-08-04","boxscore","BOS","@","NYY","L",3,13,NA,"47-60",5,"14","Tanaka","Owens","","3:26","N",48522,"--","","USW00014739","BOSTON, MA US",0.49,0,NA,76,89,66,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
