"Date","Attendance","Opponent","Vs","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","Year"
2014-01-24,18624,"Oklahoma City",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,13.65,",,W",0,",,W,2400",0,",,W",NA,NA,13,"H,,S",19,",,W",7,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-01-26,18624,"Brooklyn",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,15.66,",,W",0,",,W,2400",0,",,W",NA,NA,22,"H,,S",26,",,W",16,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-01-29,18624,"Philadelphia",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.84,",,W",0.01,",,W,2400",0,"T,,W",NA,NA,20,"H,,S",27,",,W",15,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-02-02,18624,"Orlando",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,6.71,",,W",0.02,",,W,2400",0,",,W",NA,NA,40,"H,,S",55,",,W",31,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-02-07,18624,"Sacramento",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.74,",,W",0,",,W,2400",0,",,W",NA,NA,24,"H,,S",30,",,W",19,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-02-09,17650,"Dallas",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,7.61,",,W",0.03,",,W,2400",0.3,",,W",NA,NA,26,"H,,S",30,",,W",21,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-02-12,17922,"San Antonio",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,7.61,",,W",0,",,W,2400",0,",,W",NA,NA,17,"H,,S",23,",,W",8,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-02-26,16605,"Atlanta",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.63,",,W",0,",,W,2400",0,",,W",NA,NA,24,"H,,S",32,",,W",16,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-03-01,18624,"Indiana",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,8.05,",,W",0,",,W,2400",0,",,W",NA,NA,24,"H,,S",36,",,W",16,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-03-05,18155,"Golden State",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.62,",,W",0,"T,,W,2400",0.1,",,W",NA,NA,26,"H,,S",29,",,W",20,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-03-07,18195,"Brooklyn",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,4.7,",,W",0,",,W,2400",0,",,W",NA,NA,25,"H,,S",34,",,W",16,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-03-09,18624,"Detroit",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.51,",,W",0,",,W,2400",0,",,W",NA,NA,37,"H,,S",43,",,W",30,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-03-12,18624,"New York",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,4.92,",,W",0.43,",,W,2400",0,",,W",NA,NA,42,"H,,S",46,",,W",37,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-03-14,18624,"Phoenix",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,14.09,",,W",0,",,W,2400",0,",,W",NA,NA,24,"H,,S",39,",,W",16,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-03-19,18624,"Miami",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.29,",,W",0,"T,,W,2400",0,",,W",NA,NA,33,"H,,S",41,",,W",27,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-03-26,18341,"Toronto",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,25.95,",,W",0,"T,,W,2400",0,"T,,W",NA,NA,32,"H,,S",35,",,W",24,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-03-30,18624,"Chicago",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,17.22,",,W",2.23,",,W,2400",0,",,W",NA,NA,40,"H,,S",43,",,W",36,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-04-04,18624,"Philadelphia",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.18,",,W",0.26,",,W,2400",0,",,W",NA,NA,40,"H,,S",44,",,W",37,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-04-11,18624,"Charlotte",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.07,",,W",0,"T,,W,2400",0,",,W",NA,NA,56,"H,,S",69,",,W",48,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
2014-04-16,18624,"Washington",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,14.99,",,W",0.36,",,W,2400",0.3,",,W",NA,NA,42,"H,,S",45,",,W",31,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2014
