"","Date","Attendance","Opp","Vs","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","Year"
"56","2013-12-28",18264,"Cleveland",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.51,",,W",0,",,W,2400",0,",,W",NA,NA,35,"H,,S",48,",,W",27,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013"
"57","2013-12-31",18624,"Atlanta",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.4,",,W",0,"T,,W,2400",0,"T,,W",NA,NA,21,"H,,S",26,",,W",14,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013"
"58","2014-01-03",18624,"New Orleans",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,17,",,W",0.19,",,W,2400",4.5,",,W",NA,NA,6,"H,,S",14,",,W",2,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"59","2014-01-13",17750,"Houston",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.41,",,W",0,",,W,2400",0,",,W",NA,NA,40,"H,,S",51,",,W",31,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"60","2014-01-15",17569,"Toronto",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,6.49,",,W",0,"T,,W,2400",0,",,W",NA,NA,43,"H,,S",48,",,W",35,",,W",1,",,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"61","2014-01-17",18624,"Los Angeles",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,7.83,",,W",0,",,W,2400",0,",,W",NA,NA,39,"H,,S",46,",,W",33,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"62","2014-01-24",18624,"Oklahoma City",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,13.65,",,W",0,",,W,2400",0,",,W",NA,NA,13,"H,,S",19,",,W",7,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"63","2014-01-26",18624,"Brooklyn",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,15.66,",,W",0,",,W,2400",0,",,W",NA,NA,22,"H,,S",26,",,W",16,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"64","2014-01-29",18624,"Philadelphia",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.84,",,W",0.01,",,W,2400",0,"T,,W",NA,NA,20,"H,,S",27,",,W",15,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"65","2014-02-02",18624,"Orlando",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,6.71,",,W",0.02,",,W,2400",0,",,W",NA,NA,40,"H,,S",55,",,W",31,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"66","2014-02-07",18624,"Sacramento",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.74,",,W",0,",,W,2400",0,",,W",NA,NA,24,"H,,S",30,",,W",19,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"67","2014-02-09",17650,"Dallas",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,7.61,",,W",0.03,",,W,2400",0.3,",,W",NA,NA,26,"H,,S",30,",,W",21,",,W",1,",,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"68","2014-02-12",17922,"San Antonio",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,7.61,",,W",0,",,W,2400",0,",,W",NA,NA,17,"H,,S",23,",,W",8,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"69","2014-02-26",16605,"Atlanta",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.63,",,W",0,",,W,2400",0,",,W",NA,NA,24,"H,,S",32,",,W",16,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"70","2014-03-01",18624,"Indiana",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,8.05,",,W",0,",,W,2400",0,",,W",NA,NA,24,"H,,S",36,",,W",16,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"71","2014-03-05",18155,"Golden State",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.62,",,W",0,"T,,W,2400",0.1,",,W",NA,NA,26,"H,,S",29,",,W",20,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"72","2014-03-07",18195,"Brooklyn",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,4.7,",,W",0,",,W,2400",0,",,W",NA,NA,25,"H,,S",34,",,W",16,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"73","2014-03-09",18624,"Detroit",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.51,",,W",0,",,W,2400",0,",,W",NA,NA,37,"H,,S",43,",,W",30,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"74","2014-03-12",18624,"New York",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,4.92,",,W",0.43,",,W,2400",0,",,W",NA,NA,42,"H,,S",46,",,W",37,",,W",1,",,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"75","2014-03-14",18624,"Phoenix",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,14.09,",,W",0,",,W,2400",0,",,W",NA,NA,24,"H,,S",39,",,W",16,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"76","2014-03-19",18624,"Miami",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.29,",,W",0,"T,,W,2400",0,",,W",NA,NA,33,"H,,S",41,",,W",27,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"77","2014-03-26",18341,"Toronto",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,25.95,",,W",0,"T,,W,2400",0,"T,,W",NA,NA,32,"H,,S",35,",,W",24,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"78","2014-03-30",18624,"Chicago",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,17.22,",,W",2.23,",,W,2400",0,",,W",NA,NA,40,"H,,S",43,",,W",36,",,W",1,",,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"79","2014-04-04",18624,"Philadelphia",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.18,",,W",0.26,",,W,2400",0,",,W",NA,NA,40,"H,,S",44,",,W",37,",,W",1,",,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"80","2014-04-11",18624,"Charlotte",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.07,",,W",0,"T,,W,2400",0,",,W",NA,NA,56,"H,,S",69,",,W",48,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"81","2014-04-16",18624,"Washington",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,14.99,",,W",0.36,",,W,2400",0.3,",,W",NA,NA,42,"H,,S",45,",,W",31,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"82","2014-10-29",18624,"Brooklyn",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,6.71,",,W",0.02,",,W,2400",0,",,W",NA,NA,60,"H,,S",74,",,W",52,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"83","2014-11-05",16249,"Toronto",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.17,",,W",0,",,W,2400",0,",,W",NA,NA,58,"H,,S",66,",,W",47,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"84","2014-11-07",17122,"Indiana",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,14.32,",,W",0,"T,,W,2400",0,",,W",NA,NA,47,"H,,S",49,",,W",39,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"85","2014-11-12",17043,"Oklahoma City",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,4.92,",,W",0,",,W,2400",0,",,W",NA,NA,53,"H,,S",60,",,W",46,",,W",1,",,W",1,",,W",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"86","2014-11-14",18624,"Cleveland",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.18,",,W",0.23,",,W,2400",0,"T,,W",NA,NA,40,"H,,S",44,",,W",33,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"87","2014-11-17",16726,"Phoenix",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,5.82,",,W",1.64,",,W,2400",0,",,W",NA,NA,42,"H,,S",48,",,W",37,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"88","2014-11-23",16692,"Portland",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.4,",,W",0,"T,,W,2400",0,",,W",NA,NA,47,"H,,S",59,",,W",42,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"89","2014-11-28",18203,"Chicago",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.74,",,W",0.11,",,W,2400",2.3,",,W",NA,NA,31,"H,,S",35,",,W",27,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"90","2014-11-30",17121,"San Antonio",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,12.3,",,W",0,",,W,2400",0,",,W",NA,NA,42,"H,,S",57,",,W",32,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"91","2014-12-03",15870,"Detroit",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,12.3,",,W",0.44,",,W,2400",0,",,W",NA,NA,44,"H,,S",51,",,W",37,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"92","2014-12-05",18624,"Los Angeles",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.51,",,W",0.11,",,W,2400",0,",,W",NA,NA,33,"H,,S",42,",,W",26,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"93","2014-12-07",16716,"Washington",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,14.99,",,W",0.13,",,W,2400",0,",,W",NA,NA,36,"H,,S",38,",,W",21,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"94","2014-12-12",17989,"New York",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.74,",,W",0,"T,,W,2400",0,"T,,W",NA,NA,34,"H,,S",39,",,W",31,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"95","2014-12-17",16764,"Orlando",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.41,",,W",0.43,",,W,2400",0,",,W",NA,NA,45,"H,,S",49,",,W",41,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"96","2014-12-19",17042,"Minnesota",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.96,",,W",0,",,W,2400",0,",,W",NA,NA,36,"H,,S",37,",,W",29,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"97","2014-12-26",18624,"Brooklyn",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.51,",,W",0,",,W,2400",0,",,W",NA,NA,44,"H,,S",50,",,W",37,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"98","2014-12-31",18624,"Sacramento",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.4,",,W",0,",,W,2400",0,",,W",NA,NA,24,"H,,S",30,",,W",20,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014"
"99","2015-01-02",18624,"Dallas",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,12.75,",,W",0,",,W,2400",0,",,W",NA,NA,34,"H,,S",41,",,W",31,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"100","2015-01-05",16720,"Charlotte",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,22.15,",,W",0,",,W,2400",0,",,W",NA,NA,40,"H,,S",50,",,W",17,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"101","2015-01-12",16905,"New Orleans",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.4,",,W",0.2,",,W,2400",0,"T,,W",NA,NA,35,"H,,S",38,",,W",33,",,W",1,",,W",NA,"",NA,NA,1,",,W",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"102","2015-01-14",16067,"Atlanta",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,8.72,",,W",0,"T,,W,2400",0,"T,,W",NA,NA,18,"H,,S",25,",,W",14,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"103","2015-01-16",18624,"Chicago",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,15.66,",,W",0,",,W,2400",0,",,W",NA,NA,28,"H,,S",38,",,W",15,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"104","2015-01-30",17675,"Houston",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.86,",,W",0.06,",,W,2400",0.7,",,W",NA,NA,31,"H,,S",34,",,W",19,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",1,",,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"105","2015-02-01",17366,"Miami",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.86,",,W",0,",,W,2400",0,",,W",NA,NA,19,"H,,S",30,",,W",12,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"106","2015-02-04",15126,"Denver",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.4,",,W",0.01,",,W,2400",0,",,W",NA,NA,23,"H,,S",38,",,W",14,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"107","2015-02-06",18322,"Philadelphia",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.41,",,W",0,"T,,W,2400",0,"T,,W",NA,NA,12,"H,,S",21,",,W",5,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"108","2015-02-11",16083,"Atlanta",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.63,",,W",0.01,",,W,2400",0.5,",,W",NA,NA,22,"H,,S",25,",,W",14,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",1,",,W",1,",,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"109","2015-02-25",16899,"New York",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.74,",,W",0.07,",,W,2400",1.9,",,W",NA,NA,23,"H,,S",35,",,W",14,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",1,",,W",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"110","2015-02-27",18624,"Charlotte",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,8.28,",,W",0,",,W,2400",0,",,W",NA,NA,20,"H,,S",27,",,W",15,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"111","2015-03-01",18624,"Golden State",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,6.04,",,W",0.17,",,W,2400",1.9,",,W",NA,NA,23,"H,,S",30,",,W",12,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"112","2015-03-04",16354,"Utah",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.41,",,W",0.02,",,W,2400",0,",,W",NA,NA,36,"H,,S",43,",,W",33,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,1,",,W",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"113","2015-03-11",17135,"Memphis",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.63,",,W",0.01,",,W,2400",0,",,W",NA,NA,46,"H,,S",57,",,W",37,",,W",1,",,W",1,",,W",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"114","2015-03-13",18624,"Orlando",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.51,",,W",0,",,W,2400",0,",,W",NA,NA,30,"H,,S",40,",,W",24,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"115","2015-03-16",16553,"Philadelphia",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,8.72,",,W",0,",,W,2400",0,",,W",NA,NA,33,"H,,S",45,",,W",26,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"116","2015-03-22",18624,"Detroit",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,17.9,",,W",0,",,W,2400",0,",,W",NA,NA,32,"H,,S",39,",,W",21,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"117","2015-03-25",18624,"Miami",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,8.95,",,W",0.04,",,W,2400",0,",,W",NA,NA,35,"H,,S",49,",,W",28,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"118","2015-03-29",18624,"LA",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.4,",,W",0,",,W,2400",0,",,W",NA,NA,33,"H,,S",42,",,W",26,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"119","2015-04-01",18624,"Indiana",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.07,",,W",0,",,W,2400",0,",,W",NA,NA,39,"H,,S",47,",,W",30,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"120","2015-04-03",18624,"Milwaukee",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,12.08,",,W",0.03,",,W,2400",0,",,W",NA,NA,54,"H,,S",59,",,W",45,",,W",1,",,W",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
"121","2015-04-12",18624,"Cleveland",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,8.95,",,W",0,",,W,2400",0,",,W",NA,NA,51,"H,,S",68,",,W",39,",,W",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015"
