"Date","Attendance","Opponent","Vs","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","Year"
2015-12-03,18660,"Sacramento *",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,14.09,",,W",0,"T,,W,2400",0,",,W",NA,NA,48,"H,,S",52,",,W",41,",,W",1,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2015
2015-12-09,17318,"Chicago",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,7.61,",,W",0,"T,,W,2400",0,",,W",NA,NA,40,"H,,S",46,",,W",37,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2015
2015-12-11,18624,"Golden State",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,7.83,",,W",0,",,W,2400",0,",,W",NA,NA,49,"H,,S",58,",,W",43,",,W",1,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2015
2015-12-15,18624,"Cleveland",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,14.09,",,W",0.19,",,W,2400",0,",,W",NA,NA,55,"H,,S",61,",,W",48,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2015
2015-12-18,18624,"Atlanta",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.51,",,W",0.04,",,W,2400",0,",,W",NA,NA,49,"H,,S",52,",,W",39,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2015
2015-12-21,18624,"Minnesota",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,16.11,",,W",0,",,W,2400",0,",,W",NA,NA,42,"H,,S",53,",,W",32,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2015
2015-12-27,18624,"New York",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,6.26,",,W",0.26,",,W,2400",0,",,W",NA,NA,46,"H,,S",50,",,W",38,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2015
2016-01-02,18624,"Brooklyn",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,13.42,",,W",0,",,W,2400",0,",,W",NA,NA,35,"H,,S",40,",,W",31,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-01-06,18624,"Detroit",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.07,",,W",0,",,W,2400",0,",,W",NA,NA,30,"H,,S",45,",,W",21,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-01-13,18624,"Indiana",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,19.69,",,W",0,",,W,2400",0,"T,,W",NA,NA,29,"H,,S",33,",,W",21,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-01-15,18624,"Phoenix",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,6.49,",,W",0,",,W,2400",0,",,W",NA,NA,31,"H,,S",42,",,W",26,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-01-22,18624,"Chicago",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.41,",,W",0,",,W,2400",0,",,W",NA,NA,24,"H,,S",32,",,W",19,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-01-27,18108,"Denver",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,12.08,",,W",0,",,W,2400",0,",,W",NA,NA,43,"H,,S",45,",,W",31,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-01-29,17729,"Orlando",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,7.38,",,W",0,",,W,2400",0,"T,,W",NA,NA,36,"H,,S",41,",,W",33,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-02-03,17297,"Detroit",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,14.54,",,W",0.33,",,W,2400",0,",,W",NA,NA,42,"H,,S",57,",,W",35,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-02-07,18624,"Sacramento",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,9.84,",,W",0,",,W,2400",0,",,W",NA,NA,34,"H,,S",44,",,W",29,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-02-10,18186,"LA",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,6.71,",,W",0,"T,,W,2400",0.1,",,W",NA,NA,28,"H,,S",36,",,W",20,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-02-25,18157,"Milwaukee",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,22.15,",,W",0.81,",,W,2400",0,",,W",NA,NA,54,"H,,S",62,",,W",41,",,W",1,",,W",NA,"",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-02-27,18624,"Miami",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,12.3,",,W",0,",,W,2400",0,",,W",NA,NA,29,"H,,S",39,",,W",21,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-02-29,17680,"Utah",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,16.33,",,W",0,"T,,W,2400",0,",,W",NA,NA,50,"H,,S",64,",,W",43,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-03-02,18624,"Portland",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,19.24,",,W",0.37,",,W,2400",0,",,W",NA,NA,43,"H,,S",53,",,W",25,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-03-04,18624,"New York",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.63,",,W",0.01,",,W,2400",0.5,",,W",NA,NA,29,"H,,S",31,",,W",26,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-03-09,17790,"Memphis",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,13.42,",,W",0,",,W,2400",0,",,W",NA,NA,53,"H,,S",77,",,W",40,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-03-11,18624,"Houston",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,6.93,",,W",0.09,",,W,2400",0,",,W",NA,NA,48,"H,,S",50,",,W",41,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-03-16,18624,"Oklahoma City",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,8.28,",,W",0.03,",,W,2400",0,",,W",NA,NA,43,"H,,S",48,",,W",41,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-03-21,18624,"Orlando",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.07,",,W",0.22,",,W,2400",3.6,",,W",NA,NA,33,"H,,S",44,",,W",28,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-03-23,18624,"Toronto",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,11.63,",,W",0,"T,,W,2400",0,",,W",NA,NA,49,"H,,S",63,",,W",42,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-04-06,18624,"New Orleans",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.07,",,W",0,",,W,2400",0,",,W",NA,NA,33,"H,,S",42,",,W",25,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-04-08,18624,"Milwaukee",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,14.99,",,W",0,"T,,W,2400",0,",,W",NA,NA,49,"H,,S",53,",,W",37,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-04-11,18624,"Charlotte",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,16.78,",,W",0.01,",,W,2400",0,",,W",NA,NA,48,"H,,S",60,",,W",42,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-04-13,18624,"Miami",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,10.29,",,W",0,",,W,2400",0,",,W",NA,NA,45,"H,,S",50,",,W",38,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
2016-12-30,18624,"Los Angeles",TRUE,"USW00014739","BOSTON, MA US",42.3606,-71.0097,3.7,17.67,",,W",0,"T,,W,2400",0,"T,,W",NA,NA,36,"H,,S",41,",,W",30,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2016
